blood_group,user_id,company,registration,address,ssn,username,name,mail,station_ID,longitude,latitude
AB+,1451,株式会社渡辺銀行,2022-10-12,新潟県武蔵村山市戸島40丁目4番5号,611-18-2800,yosukewatanabe,鈴木 太一,murakaminanami@hotmail.com,549,68.233813,45.71454
A-,512,Striebitz,2018-11-28,"Hermighausenallee 7, 29780 Füssen",851-40-5127,aboerner,Faruk Mohaupt,friedrich-wilhelm33@gmail.com,325,-32.8266725,-130.871043
AB-,636,佐々木ガス有限会社,2023-11-15,,711-53-3599,ryosuke40,山本 加奈,fkondo@hotmail.com,610,-52.8343965,-98.319705
B+,2029,Gray-Smith,2019-01-14,,738-51-1758,onealbilly,Denise Stevens,houstonlawrence@gmail.com,313,41.913244,-150.367086
B+,223,Cannon-Wilson,2019-06-17,"1080 Parker Avenue Suite 872, South Christian, WI 90685",134-97-5226,acarroll,Timothy Terry,dillonfernandez@yahoo.com,136,,
O+,985,Pires,2020-07-19,"Rua Nina Sales, 95, Santa Lúcia, 67300-169 Moraes / MG",26357198455,fernando22,Davi Luiz Mendes,maria-fernandalopes@uol.com.br,585,84.0795565,114.218451
O-,1313,"Cummings, Gutierrez and Lewis",2023-08-25,"760 Ramos Place, Brownfort, GA 24371",460-32-6414,lewisjennifer,Erika Andrade,jessicachristian@gmail.com,311,36.026416,-4.708062
A-,68,Oderwald GmbH & Co. KGaA,2024-08-13,"Abbas-Oderwald-Ring 9, 24708 Wesel",216-47-4431,siegwardkitzmann,Leo Preiß,gierschnerachim@yahoo.de,155,29.191733,-172.34356
AB-,242,Sousa Aparecida - ME,2022-05-15,"Recanto das Neves, 8, São Salvador, 18639483 Correia / AC",63590714875,fda-mata,Enzo Gabriel Nunes,psales@yahoo.com.br,81,-72.3044015,-38.607195
A+,1629,Proietti-Treccani Group,2024-07-17,"Contrada Fiorino, 4 Appartamento 12, 20128, Milano (MI)",VRDDNN88B27C125D,fsimeoni,Agostino Leopardi,mgrasso@gmail.com,315,45.8108255,25.70833
O+,1956,高橋鉱業株式会社,2018-11-24,山口県横浜市西区北上野30丁目1番10号 高田馬場シティ704,244-14-4524,manabu75,坂本 千代,satoshota@hotmail.com,271,-83.4992355,92.619407
A-,14,Stiebitz GbR,2020-09-29,"Häringgasse 83/29, 85305 Fallingbostel",826-58-0889,utrapp,Klaas Mies,jaehnlieschen@aol.de,274,5.409398,-107.88417
AB+,1483,森ガス株式会社,2021-11-15,,263-90-4946,sakamotomikako,前田 裕太,takuma11@gmail.com,401,-9.36764,-94.780208
B+,2034,"Borsellino, Nicolini e Einaudi Group",2025-03-21,,GBBMND22A22I585E,rominavismara,Marisa Boito-Ariosto,filippa90@alice.it,203,28.661548,-111.439473
AB-,1755,Macedo,2019-11-16,"Passarela Marcos Vinicius Alves, 34, Vila Canto Do Sabiá, 20172480 Carvalho Alegre / MA",56097421885,machadodavi-lucas,Ana Cecília Rezende,uborges@gmail.com,612,14.3585,-133.334283
A+,169,Wähner,2019-01-04,"Hethurstraße 84/68, 09813 Saulgau",715-18-1034,ploechel,Sara Kusch,gunpfludwina@yahoo.de,195,,
A+,223,"Hernandez, Waters and Hart",2022-10-19,"9036 Scott Streets, New Daniel, RI 00913",766-35-4738,sara99,Lindsay Tate,zmurray@hotmail.com,144,-14.8427905,-128.290437
AB+,1332,Schmidtke KG,2025-02-16,"Leonardo-Römer-Gasse 638, 99049 Beilngries",016-64-8042,xpaffrath,Kathy Beckmann B.A.,clinke@web.de,462,-75.643511,150.420358
AB-,1039,Etzold Schulz AG & Co. KGaA,2025-08-08,"Konstanze-Atzler-Gasse 29-81, 14315 Freital",111-29-0090,margarethaklotz,Dr. Alex Birnbaum MBA.,jacobi-jaeckelberthold@web.de,35,-3.9573065,94.072223
AB+,991,鈴木保険株式会社,2020-01-27,愛知県江戸川区丸の内10丁目12番19号 シャルム北上野821,529-24-2457,qtanaka,渡辺 翔太,bmori@gmail.com,585,-86.3442365,-150.382469
B+,1746,Araújo,2019-05-25,"Viela Cecilia Abreu, 25, São Pedro, 59468934 Nogueira de Minas / PI",21670594343,silvabrayan,Fernando Vargas,nathan49@yahoo.com.br,20,-30.0896965,139.929009
A+,1782,Jopich,2020-01-12,"Walther-Patberg-Weg 430, 90380 Weimar",224-85-3111,opaffrath,Ria Gude,jorge91@gmail.com,40,-16.283727,78.507222
B-,747,"Day, Haley and Bailey",2024-01-31,"Unit 9875 Box 2164, DPO AA 93977",260-82-6924,karenarmstrong,Daniel Hunter,tdavid@gmail.com,527,16.1593245,113.211421
AB-,14,Brito,2021-08-26,,02564731880,calebemoreira,João Lucas Pimenta,sofia41@ig.com.br,464,75.5768045,-166.768293
O+,976,Cardoso - EI,2019-11-11,,10839654766,lcostela,Isabelly da Cunha,fogacatheo@gmail.com,123,79.1467295,-173.564059
A-,534,Rogge Bender AG,2018-10-15,"Geiselplatz 40-69, 48419 Bogen",012-01-5861,eputz,Univ.Prof. Anna-Maria Schenk,biancabuchholz@gmx.de,178,-58.1242505,-63.597192
O-,1234,Anderson-Petty,2024-03-30,"PSC 1895, Box 9463, APO AE 54842",058-44-4458,timothy67,Alan Ho,craig50@gmail.com,411,-87.578458,-48.395075
A-,1919,"Smith, Walsh and Hill",2020-04-24,"9333 Armstrong Centers, South Thomasborough, AS 06322",727-79-7671,joseph61,Heather Valdez,fsmith@hotmail.com,712,58.795791,-70.853135
O+,1368,山崎保険合同会社,2022-07-01,三重県白井市港南6丁目16番2号,281-45-9018,suzukiyuki,渡辺 美加子,manabu85@yahoo.com,156,-0.936067,171.454645
A-,147,Gunpf OHG mbH,2020-12-01,,653-12-0082,bjunitz,Telse Graf,wbien@hotmail.de,35,-57.0690755,106.644234
A+,2152,Lam-Porter,2024-10-21,"02703 Williams Radial Suite 558, Port Stevenmouth, NC 57596",333-81-4380,trevorpatterson,Andrew Smith,william37@gmail.com,664,-69.08612,-46.144675
O+,412,Mercati-Polani e figli,2019-04-10,"Vicolo Baccio, 525 Appartamento 8, 15024, Masio (AL)",FTTGDU34M65H129B,qferrabosco,Sig.ra Sonia Ferretti,ciro66@fastwebnet.it,315,-18.2228165,34.982127
AB+,365,Powell-Tran,2024-09-07,"9657 Medina Park, Bridgeshaven, RI 39065",286-13-1688,joshuamartin,Ashley Blankenship,qmeyer@yahoo.com,744,54.667009,120.236323
B+,1189,Winkler AG,2020-05-26,,022-11-6685,zboerner,Kai-Uwe Kroker B.Eng.,elfierudolph@gmail.com,263,-87.9143175,-19.873828
AB-,2070,Köster,2023-05-28,"Ortmannweg 4/9, 28269 Fallingbostel",884-18-0652,mieshans-theo,Tilmann Scholl,thanelsusi@web.de,331,55.6891555,116.872682
B-,13,Beckmann GmbH,2025-04-19,,274-58-6008,xspiess,Heinz-Joachim Möchlichen MBA.,arndtschenk@googlemail.com,372,66.1636605,86.120263
AB+,1346,"Moran, Cruz and Frye",2020-04-07,"488 Christopher Radial, Port Travisborough, NH 30233",643-22-4048,vaughndeborah,Oscar Reed,nielsenalexis@yahoo.com,530,86.728243,-50.780846
B-,1234,"Hill, Brennan and Adkins",2023-06-28,"73323 Courtney Plains, Michaelville, UT 27987",750-03-3748,michaellewis,Laura Bell,brianrobinson@gmail.com,389,56.0156405,-90.951188
O+,1727,佐藤食品株式会社,2021-01-14,秋田県横浜市南区氏家39丁目15番11号 パレス柿木沢新田457,006-53-3725,chiyo15,松田 治,matsumotoakira@yahoo.com,617,-31.6087435,-62.874875
AB+,1503,"Trevisani, Boldù e Puglisi Group",2021-09-18,,RNCVNI48C46F453M,agostinogagliano,Alfio Cilibrasi,dnavarria@hotmail.it,318,44.728225,76.639613
AB+,1364,Klotz AG & Co. KG,2023-12-14,"Slawomir-Huhn-Gasse 39, 91971 Wismar",501-44-6030,rupperthardy,Alfredo Harloff-Hermann,schuelernancy@aol.de,106,43.992313,48.647286
B+,1150,Vieira,2021-08-14,"Núcleo de Porto, 27, Vila Copacabana, 17901-299 Moreira da Prata / MT",27415890388,leandromacedo,Lunna Nogueira,luna49@ig.com.br,603,-59.456162,-24.295402
A-,304,Marsili SPA,2021-01-15,"Contrada Cagnin, 7, 13894, Gaglianico (BI)",GRTLCZ34L09G058Y,giulietta05,Sig. Ferdinando Argurio,idatrezzini@gmail.com,366,54.151078,173.709113
AB+,2063,Coleman LLC,2025-03-24,"24718 Carla Route Suite 617, East Jamesbury, MI 81687",553-62-5971,gallaghermary,Sarah Aguilar,iadams@hotmail.com,419,-80.425656,155.292597
A-,1217,Molina and Sons,2025-05-20,"39551 Anthony Villages Suite 367, Lake Margaret, IA 83761",675-86-6213,hughesgary,Megan Taylor,lauren45@gmail.com,402,66.0377995,-70.037714
A+,2145,Moreno-Jones,2023-06-18,"02808 Paul Heights, Lake Andrealand, OK 31679",347-02-5811,smithjuan,Michael Williams,schultzsheila@yahoo.com,315,-4.1847205,58.249985
AB+,1228,小林建設株式会社,2021-06-07,鳥取県立川市丹勢27丁目12番11号 方京ハイツ957,054-81-7883,naotoyoshida,鈴木 充,syoshida@gmail.com,28,,
B+,2057,合同会社吉田食品,2023-07-09,,787-18-3783,kenichitanaka,藤原 裕美子,rmori@hotmail.com,541,75.5771265,-60.633526
A-,278,Camargo Gomes - ME,2019-01-14,"Núcleo de Costa, Nova Esperança, 27065-416 da Cruz / AL",38295146700,jda-rosa,Bryan Leão,da-rochaesther@uol.com.br,35,64.4075515,159.442473
O-,2017,"Pozzecco, Luzi e Zampa SPA",2023-03-29,,PRTNTA23D28G630S,infantinoamedeo,Raimondo Petrucci,cremonesialessandra@alice.it,210,-71.023724,-61.558734
O-,1184,"Erickson, Gaines and Garcia",2025-03-10,"9735 Marquez Brooks Suite 413, West Kimberly, AR 09137",294-30-1843,bradshawchristopher,Ashley Zuniga,amanda81@hotmail.com,97,-35.589978,137.407751
B+,1094,Textor KG,2023-03-03,,740-30-0531,xnerger,Bertram Bonbach,jockelherta@yahoo.de,238,12.1050295,151.320611
O-,1597,Davis and Sons,2025-05-16,"8552 Laura Falls Apt. 351, Port David, MH 12782",673-78-5631,navarrostephanie,Lisa Cruz,deanlynn@yahoo.com,231,37.5292215,-162.184429
O+,876,Taliercio e figli,2019-10-12,"Vicolo Cassarà, 8 Piano 6, 10076, San Giovanni (TO)",VCLGBL42P42H675U,dsommaruga,Dott. Rosina Malacarne,ybranciforte@gmail.com,596,-34.3561295,146.024223
A+,1843,Watson PLC,2023-02-28,"4557 Calderon Harbors, New Brandon, TN 23152",014-52-2189,pcalderon,Jessica Moss,tammyleonard@hotmail.com,367,52.523043,-65.667453
A-,1188,"Perry, Reed and Kramer",2024-09-24,"1404 Diamond Court, Jamesfort, VI 11734",510-19-9339,mbrown,Heather Olson,sullivanhannah@hotmail.com,337,-81.0297875,44.739348
O+,186,Haase Kuhl e.G.,2022-03-21,,400-57-9934,ulrichkrause,Herr Hans-Michael Bohnbach B.A.,arminreising@web.de,76,-38.923115,-48.91854
O-,5,"Murray, Tran and Taylor",2018-10-31,"319 Lawrence Lock Apt. 129, Port Julie, FM 12660",234-63-9539,browndaniel,Sherry Charles,robinsonwilliam@gmail.com,264,-73.3328605,-170.276446
AB+,859,"Schroeder, Herrera and Herrera",2020-09-24,"9386 Becker Loaf, North Daltonfort, KY 60390",869-89-2389,marydiaz,Michael Ramos,luke87@yahoo.com,478,-13.651235,-161.215029
A-,452,田中印刷株式会社,2020-07-07,奈良県川崎市多摩区土呂部32丁目17番6号 芝公園アーバン934,371-90-9245,hideki90,藤田 聡太郎,nkobayashi@gmail.com,315,-28.3011785,137.804993
O-,2015,Branciforte-Pedrazzini SPA,2024-02-28,,BSSDNI83M04L672S,kmonduzzi,Ludovica Villarosa-Ferrazzi,angelo31@hotmail.com,40,50.3048305,19.835816
A-,1479,Holmes and Sons,2018-11-09,,667-52-2605,brownstephanie,Cody House MD,kbrown@yahoo.com,468,26.092122,101.098791
B-,1895,合同会社小林運輸,2019-06-30,大阪府横浜市瀬谷区細竹38丁目13番6号 箪笥町コーポ965,441-84-4340,fujitamai,山下 里佳,osamukato@hotmail.com,120,38.356626,-119.583585
A+,1828,Kohl,2021-05-26,"Vinzenz-Freudenberger-Weg 62-15, 89028 Altötting",722-93-1300,telseplath,Annika Scheibe,sarinahofmann@hotmail.de,616,12.941469,178.78603
O+,171,Ortmann Dobes OHG mbH,2025-02-21,"Steckelgasse 545, 86364 Schrobenhausen",815-98-0231,knappepawel,Sarina Mitschke,klingelhoefermarisa@yahoo.de,126,3.9474255,-141.953568
B-,1487,Davidson-Norris,2019-12-02,"414 Edwards Flats Suite 752, Raymondside, MD 20338",104-12-2073,julie01,Anthony Atkins,alexismiller@yahoo.com,709,-0.2025055,146.391434
B-,1331,"Venturi, Paolucci e Mengolo SPA",2021-01-07,"Contrada Solari, 47 Appartamento 55, 89868, San Giovanni Di Zambrone (VV)",GRTLSU25S23B099W,roccomercalli,Sig. Giacomo Pizzamano,perandaumberto@alice.it,263,-49.728733,150.64536
A+,941,Walker LLC,2025-01-26,"116 Sophia Prairie, North Terry, KS 63799",883-27-9226,mossjuan,Tonya Miller,creese@gmail.com,311,64.888264,152.5685
B+,1514,Martins Martins - ME,2019-01-15,"Área Duarte, 51, Vila Atila De Paiva, 51420-251 Araújo de Minas / SC",63892074178,ester32,Leonardo Peixoto,julia44@yahoo.com.br,630,14.5439285,90.328089
B-,753,Stoll GmbH,2019-12-05,"Putzallee 1/2, 96860 Scheinfeld",828-64-2642,heckerarnfried,Univ.Prof. Friedhelm Gute,danicahoefig@gmail.com,319,48.8344025,-52.909812
B+,629,Frazier-Scott,2024-04-20,"84708 Wheeler Via Apt. 420, East Heather, TN 70117",218-96-3795,zmoore,Lisa Rodriguez,boyerjoseph@gmail.com,366,61.959068,-137.690032
O-,916,Lange Winkler GmbH,2025-02-14,"Sonia-Krein-Ring 3, 74327 Auerbach",451-04-3337,ingmar09,Univ.Prof. Käthe Gieß MBA.,tamarastoll@gmail.com,87,-25.3168615,53.877478
A+,1600,Stiffel Haase AG,2020-04-13,"Matthäistraße 9-8, 35418 Ravensburg",176-05-0861,tbauer,Albin Gunpf B.A.,anna-lenaatzler@gmx.de,463,24.262575,100.249896
A+,1573,橋本水産株式会社,2019-02-21,和歌山県横浜市金沢区横林22丁目21番5号 四番町クレスト974,367-28-3448,nanamimatsumoto,長谷川 幹,vwatanabe@gmail.com,657,-60.2033555,76.302555
A-,1113,"Mozart, Taccola e Acerbi Group",2024-06-17,"Incrocio Benito, 44, 38065, Sano (TN)",BDGNCI19P64A048R,bazzisalvatore,Martino Sollima,ceciliamarzorati@tiscali.it,85,57.839057,98.374837
AB-,5,Martinez Group,2024-05-07,"Unit 5228 Box 1415, DPO AA 27184",604-54-4362,xrhodes,Julia Parsons,katherinemoore@hotmail.com,257,-69.467843,144.941981
AB+,1559,Sampaio,2020-09-04,"Colônia Davi Luiz Lima, 31, Vila São Gabriel, 13684700 Barros / ES",24897530610,antonynogueira,Jade Moreira,wvasconcelos@uol.com.br,253,23.9447805,-83.331522
B+,1182,合同会社山口食品,2023-04-28,栃木県大網白里市戸島2丁目12番9号 筑土八幡町アーバン619,431-93-9504,asasaki,高橋 聡太郎,yuta99@gmail.com,325,18.716244,-119.714553
AB+,1701,Cassiano,2024-11-07,"Residencial Arthur Miguel Lima, 4, São Salvador, 30498388 Souza / PI",91856327400,teixeirathiago,Aylla Camargo,eloateixeira@bol.com.br,323,33.5996095,150.264886
AB-,832,有限会社中島鉱業,2023-12-22,福島県横浜市栄区明石町1丁目24番19号 轟パレス158,618-81-9506,hmatsumoto,藤田 直子,ishiimomoko@yahoo.com,494,14.950354,122.083234
AB-,766,合同会社鈴木食品,2022-10-15,京都府長生郡長柄町横林3丁目2番16号 アーバン方京383,472-99-4917,naotonakamura,中村 英樹,yoshidarei@yahoo.com,466,78.722561,61.425866
A-,1323,株式会社村上保険,2020-02-14,長崎県横浜市栄区芝大門15丁目21番6号 千束コーポ728,056-73-0616,saitoryohei,山田 浩,nyamazaki@yahoo.com,104,55.502501,-98.122656
B-,1599,Schüler Austermühle AG,2023-09-22,,794-13-8963,meraljunk,Karl-Josef Hövel,daniela70@gmail.com,127,,
O-,2101,"Gozzano, Monicelli e Leblanc e figli",2025-06-22,"Via Benito, 324 Piano 2, 20144, Milano (MI)",MRCMLI00L47E899N,terragnipuccio,Dott. Lina Verdone,lucio70@fastwebnet.it,97,-54.446114,142.703716
O-,1601,Warner Group,2024-08-23,"8413 Hawkins Haven Apt. 489, Kathleenshire, ID 58686",551-12-5424,parsonsricky,Karen Gonzalez,jennifer95@gmail.com,114,-49.6325615,-26.528896
B+,1956,Marques - EI,2024-07-24,"Campo Giovanna Gomes, Camponesa 2ª Seção, 66265540 Pastor do Campo / MG",79530214634,da-cunhapedro-henrique,Maria Luiza Macedo,srodrigues@ig.com.br,283,40.2563385,-30.221689
O-,1005,Tartaglia s.r.l.,2021-09-08,"Incrocio Baggio, 42, 47032, Santa Maria Nuova (FC)",TSOPLA59H09C639H,respighilamberto,Federigo Tagliafierro,bonoliscarlo@virgilio.it,76,-12.2188225,-7.754914
AB+,1799,Gorlitz,2024-09-04,"Klaus Dieter-Oderwald-Allee 8588, 58927 Schwarzenberg",665-72-8785,ullabachmann,Antonia Rohleder B.Sc.,dwinkler@web.de,19,73.8931575,-31.764995
AB-,1702,Wright-Singleton,2020-02-11,"762 Renee View Suite 231, Fieldsberg, AK 27103",640-61-5428,nbriggs,Mary Hunter,ashley77@hotmail.com,557,,
B+,1756,Schüler,2024-08-27,"Boucseinplatz 17, 44352 Plauen",026-77-5882,djaekel,Sylwia auch Schlauchin MBA.,xbutte@yahoo.de,388,10.812122,138.569123
AB-,197,Siqueira Costela S.A.,2022-07-31,"Passarela de Lopes, 25, Garças, 73748127 Rodrigues de Goiás / RJ",41238507905,monteirojoao,Pedro Lucas Pereira,camposcalebe@gmail.com,487,88.512235,43.525331
O-,1194,"Ariosto, Sauli e Togliatti e figli",2022-09-28,"Contrada Fabia, 337 Appartamento 99, 24017, Serina (BG)",PSCRSR08R69E188R,eceschi,Dott. Ivo Salandra,gianpaolo46@outlook.com,74,-70.6830275,-21.805121
O+,1104,Rivera Inc,2019-11-30,,097-90-7151,alexandervictor,Cindy Taylor,asmith@hotmail.com,29,-72.4193645,-65.380443
B+,670,"Gottardi, Blasi e Agazzi e figli",2024-07-28,"Vicolo Olga, 3 Appartamento 36, 88812, Crucoli (KR)",CTLLSE69A08H300K,elisa50,Antonino Mondadori,rosalia01@gmail.com,652,-29.2520155,168.136578
O-,79,佐藤情報合同会社,2021-09-04,秋田県夷隅郡御宿町津久戸町18丁目24番7号 中小来川パーク087,280-08-1834,kumikoyamamoto,松田 里佳,yumikohayashi@gmail.com,578,25.577669,-155.091002
AB-,1322,"Zola, Fallaci e Sommaruga Group",2021-01-30,"Contrada Blasi, 548, 13873, Massazza (BI)",RCCRBT41M10I002R,pgozzano,Sig.ra Rosina Armani,damianoguidone@alice.it,501,-51.0313075,112.657938
AB+,1369,"Smith, Sloan and Hudson",2022-06-02,"292 Gonzalez Walks, East Melissa, LA 45644",634-19-6681,christinemcdonald,Cory Carroll,abryant@hotmail.com,562,-63.9751325,4.143245
A+,1827,Thomas LLC,2023-01-19,"024 Mitchell Fall Suite 030, Torresborough, MA 93633",032-07-6966,qperez,Gerald Evans,martinpatricia@yahoo.com,562,7.489633,-32.363641
A+,890,Gelli SPA,2020-04-20,"Via Cundari, 23, 30025, Villanova Santa Margherita (VE)",BJRMBT67T58B394E,fausto01,Angelina Viola,fusanicalogero@tiscali.it,732,56.49894,-61.856401
B+,1345,株式会社佐々木鉱業,2025-03-08,新潟県多摩市手岡16丁目5番4号,802-83-0187,yoichi27,橋本 晃,dsato@yahoo.com,148,-28.3301315,-144.18973
A+,394,Carter PLC,2022-11-03,"499 Flores Creek, Villarrealfurt, DC 05513",885-24-4685,justinchapman,Ashley West,vberger@hotmail.com,425,29.999982,118.615612
O+,1309,有限会社高橋水産,2023-02-13,岩手県横浜市青葉区日本堤26丁目10番18号,127-92-8469,sotaro81,小林 太郎,minoru54@yahoo.com,517,51.728266,51.932998
B-,1220,Ariasso-Mazzanti SPA,2024-11-19,"Stretto Luciana, 49, 86085, Pietrabbondante (IS)",RSMDMN95L56E853H,edoardoromagnoli,Giuseppe Trezzini,angelo74@gmail.com,355,10.4877705,-147.707127
O-,33,Macedo da Costa S.A.,2025-04-30,"Jardim Moreira, 80, Dom Silverio, 69826895 Vasconcelos / PI",93842160704,ssousa,Diogo Nogueira,cauasousa@gmail.com,21,10.4445465,-107.293293
A-,690,株式会社高橋鉱業,2024-06-17,,520-58-1417,ryohei20,岡本 直子,tanakashota@gmail.com,423,42.013381,113.182193
AB+,265,Marques - EI,2020-07-23,"Núcleo Moraes, 3, Bairro Das Indústrias Ii, 23678621 Melo do Norte / PR",32901574823,lizlopes,Dra. Catarina Pinto,camaraalexia@hotmail.com,672,-2.975792,-90.328223
A-,2117,Cardoso,2019-03-22,"Travessa Azevedo, 50, Camponesa 2ª Seção, 69235032 Aparecida / ES",64810539270,aviana,Pietra Pereira,oandrade@yahoo.com.br,321,9.916528,66.666569
A-,1932,Gude Weller KG,2020-08-17,"Theres-Sager-Straße 99/31, 59122 Sonneberg",826-63-1094,ujopich,Ortrun Hornig B.Eng.,saraliebelt@web.de,38,-1.977651,10.241136
AB+,739,近藤ガス合同会社,2022-06-14,沖縄県東大和市下宇和田2丁目8番3号 横林パーク428,895-80-4526,myamamoto,山下 千代,kyosuketakahashi@yahoo.com,53,-47.846994,80.803604
O-,31,"Jensen, Mccoy and Williams",2024-02-27,"917 Lindsay Mission, Lake Gregory, MH 15629",173-94-1685,donald15,Roberto Woods,sancheztyler@yahoo.com,114,32.696358,-33.327789
O-,2120,Hawkins-Paul,2025-08-07,"258 Kelly Mission Apt. 179, Patriciastad, OH 75734",870-70-4865,piercedennis,Lisa Chen,jensenmark@hotmail.com,714,-84.4677175,-38.035711
AB-,743,Corcos-Luxardo e figli,2025-09-16,,CVLSMT07L16C292E,arnaldopertini,Dario Casaleggio,severino32@hotmail.it,338,87.729469,-20.768882
AB-,2035,Viana S.A.,2024-04-25,"Viaduto de Novaes, 80, Túnel De Ibirité, 23553-057 Porto / PE",74865932119,ribeiroluigi,Melissa Moura,nogueiradavi-miguel@bol.com.br,587,63.2795755,-147.265757
AB+,889,合同会社森情報,2019-09-11,沖縄県東久留米市長畑30丁目1番17号 皇居外苑コート210,602-14-6965,momoko93,遠藤 直子,matsumotohiroshi@yahoo.com,264,-54.613845,-139.771107
B+,1330,Sá,2022-03-15,"Travessa de Caldeira, 36, Vila Nova Cachoeirinha 1ª Seção, 01128084 da Cruz das Pedras / MA",47251609380,henrygomes,Ana Júlia Cunha,marquesleticia@uol.com.br,732,48.2523135,9.755048
AB-,1330,村上水産合同会社,2022-08-22,,251-84-5695,zfukuda,中村 零,otamaaya@yahoo.com,651,-7.5208895,68.407529
O-,1735,Haase GmbH,2020-09-16,"Herrmanngasse 9121, 38484 Meißen",732-80-8658,scheelalan,Herr Stefano Fröhlich,mechthildkeudel@gmx.de,398,2.7172465,-46.854864
B+,1194,"Govoni, Porzio e Cadorna SPA",2023-05-01,"Vicolo Ranieri, 56, 47042, Sala (FC)",PLCPLN05M22F191S,sante66,Allegra Forza-Scaduto,cbajamonti@gmail.com,308,-16.12261,-1.279153
B+,1366,da Conceição,2022-09-10,"Estação de Moraes, 31, Conjunto Capitão Eduardo, 51978014 Rios / PA",62041598794,sousavalentim,Igor Rocha,mpeixoto@hotmail.com,348,21.4921875,167.411396
AB+,331,"Barnes, Moses and Buck",2021-08-16,,382-62-4655,jamesclark,Raymond Rogers,grimeskrystal@yahoo.com,120,-81.5247765,104.169595
A-,1701,Ferragamo SPA,2021-04-07,"Strada Salvi, 12 Piano 7, 28046, Meina (NO)",BTTCHR61P24M194Z,lgregori,Simone Vittadello,guglielmo09@fastwebnet.it,495,-68.452009,-68.38761
O-,1042,Williams Group,2019-05-21,"631 Hawkins Dale Suite 701, Kingbury, SD 23296",714-78-1772,stevenwilliams,Autumn Logan,ygonzalez@yahoo.com,624,-24.9045445,120.945794
AB-,1627,Förster Stiftung & Co. KGaA,2019-04-06,"Miesallee 72/16, 06356 Weimar",846-08-3394,telse85,Irmhild Eberhardt,vesna82@gmx.de,253,56.336698,36.298968
AB+,1939,Oliboni-Rosmini s.r.l.,2024-04-24,"Contrada Iadanza, 79, 03036, Isola Del Liri (FR)",BCCGST22R46G208E,cutrufoalfio,Dott. Rocco Gremese,staglienorenata@hotmail.it,190,3.008316,172.290774
